T,M,d,K,L,u,time simu,ref_value
0.5,1.0,5.0,5.0,4.0,13.695016192075965,2.851481002,15.153515465455879
0.5,1.0,5.0,5.0,4.0,14.91408070130752,0.003156359,15.153515465455879
0.5,1.0,5.0,5.0,4.0,16.832125854324993,0.003373119,15.153515465455879
0.5,1.0,5.0,5.0,4.0,7.58566380545285,0.003342419,15.153515465455879
0.5,1.0,5.0,5.0,4.0,14.976603722287551,0.003685439,15.153515465455879
0.5,2.0,5.0,5.0,4.0,14.57273420633976,0.023308423,15.153515465455879
0.5,2.0,5.0,5.0,4.0,14.557832773367547,0.022905235,15.153515465455879
0.5,2.0,5.0,5.0,4.0,14.851221583961292,0.026616012,15.153515465455879
0.5,2.0,5.0,5.0,4.0,14.369605783428318,0.022265398,15.153515465455879
0.5,2.0,5.0,5.0,4.0,15.137574142086395,0.017500792,15.153515465455879
0.5,3.0,5.0,5.0,4.0,14.719751931989533,0.141190746,15.153515465455879
0.5,3.0,5.0,5.0,4.0,14.813118973846551,0.068565145,15.153515465455879
0.5,3.0,5.0,5.0,4.0,14.485464949286074,0.059224955,15.153515465455879
0.5,3.0,5.0,5.0,4.0,14.497770371899785,0.137548427,15.153515465455879
0.5,3.0,5.0,5.0,4.0,14.939270166841252,0.064611307,15.153515465455879
0.5,4.0,5.0,5.0,4.0,14.853577604688242,0.191842579,15.153515465455879
0.5,4.0,5.0,5.0,4.0,14.895421818665024,0.214412365,15.153515465455879
0.5,4.0,5.0,5.0,4.0,14.738028259732362,0.22189707,15.153515465455879
0.5,4.0,5.0,5.0,4.0,15.004135723786757,0.198372987,15.153515465455879
0.5,4.0,5.0,5.0,4.0,15.118234636017302,0.216890737,15.153515465455879
0.5,5.0,5.0,5.0,4.0,14.640839945076713,0.465879558,15.153515465455879
0.5,5.0,5.0,5.0,4.0,14.926949903919587,0.449608271,15.153515465455879
0.5,5.0,5.0,5.0,4.0,14.705709731280228,0.516185842,15.153515465455879
0.5,5.0,5.0,5.0,4.0,14.944473905960036,0.341299597,15.153515465455879
0.5,5.0,5.0,5.0,4.0,14.845205609374897,0.505013488,15.153515465455879
